TF326309	ARHGAP19
TF336245	Leukemia_inhibitory_factor
TF106438	EPC1
TF300394	TM9SF2
TF313489	RILP_%28gene%29
TF101502	EIF2S1
TF338344	Protein_FAM186B
TF326157	Factor_H
TF326157	F13B
TF326157	CFHR4
TF326157	CFHR5
TF326157	CFHR1
TF326157	CFHR3
TF326157	CFHR2
TF336066	TRAT1
TF313853	Macrophage_migration_inhibitory_factor
TF313853	DDT_%28gene%29
TF331936	CLDN9
TF331936	CLDN19
TF331936	CLDN3
TF331936	CLDN18
TF331936	CLDN4
TF331936	CLDN15
TF331936	CLDN16
TF331936	CLDN17
TF331936	CLDN14
TF331936	CLDN6
TF331936	CLDN22
TF331936	CLDN8
TF331936	CLDN11
TF331936	CLDN2
TF331936	CLDN1
TF331936	CLDN7
TF331936	CLDN5
TF331936	CLDN10
TF331936	CLDN20
TF332169	RANKL
TF332169	TNFSF14
TF332169	TRAIL
TF332169	Fas_ligand
TF332169	CD154
TF332169	Lymphotoxin_alpha
TF332169	Vascular_endothelial_growth_inhibitor
TF332169	Tumor_necrosis_factor-alpha
TF312960	MYO1F
TF312960	MYO1B
TF312960	MYO1E
TF312960	MYO1C
TF312960	MYO1A
TF321123	PACRG
TF336573	Erythropoietin_receptor
TF336573	Interleukin-7_receptor-%CE%B1
TF336573	Thrombopoietin_receptor
TF350932	ZNF473
TF314655	SGCE
TF314655	SGCA
TF331178	STIL
TF300601	NAT10
TF330135	CD134
TF314568	ERH_%28gene%29
TF105443	ANAPC4
TF323527	PARG
TF314067	Myocyte-specific_enhancer_factor_2A
TF314067	MEF2B
TF314067	MEF2C
TF314067	MEF2D
TF312882	MRPS22
TF313293	TBC1D10A
TF338646	CEP72
TF340593	ZNF350
TF340593	ZNF649
TF300802	UBE4B
TF300802	UBE4A
TF101152	CUL2
TF333416	MTUS1
TF324772	SLC25A17
TF338654	HEMGN
TF323645	VNN2
TF323645	VNN1
TF101526	EIF4E
TF330856	GPR157
TF314258	KIAA0174
TF314994	SLC35C2
TF313261	PRKG1
TF323570	PHTF2
TF318961	SSBP2
TF318961	SSBP3
TF313590	PPM1A
TF313590	PPM1B
TF315202	Carnitine_palmitoyltransferase_II
TF314119	SLC25A3
TF328785	C10orf118
TF313435	SCYL3
TF313435	SCYL1
TF324274	RINT1
TF351702	WIF1
TF329068	C13orf24
TF314564	UGCG
TF313749	KIAA0409
TF337064	CTAG1B
TF337064	CTAG1B
TF101179	Lamin_B_receptor
TF101179	TM7SF2
TF320231	CCDC88A
TF320231	HOOK2
TF320231	HOOK3
TF320231	HOOK1
TF324413	DGUOK
TF324413	Deoxycytidine_kinase
TF314304	PTGES2
TF313640	ADIPOR1
TF320553	SPATS2L
TF106238	PSMF1
TF333138	CCBE1
TF335133	PEG10
TF326215	RPAIN
TF330844	BBS12
TF105123	DUSP12
TF314850	TUSC3
TF314850	RP11-217H1.1
TF322599	TAF15
TF322599	Ewing_sarcoma_breakpoint_region_1
TF322599	FUS
TF317238	BLZF1
TF105090	CYP7B1
TF105090	CYP39A1
TF105090	Prostacyclin_synthase
TF105090	Cholesterol_7_alpha-hydroxylase
TF105090	CYP8B1
TF338317	PTPRCAP
TF324883	TMEM18
TF105696	ACAA2
TF336314	Motilin_receptor
TF328368	ACOT12
TF328368	ACOT11
TF101535	EIF5B
TF105081	Abl_gene
TF105081	ABL2
TF321211	CCDC6
TF323756	BCAR3
TF323756	SH2D3C
TF323756	SH2D3A
TF313151	MYCBP2
TF315185	DMT1
TF315185	SLC11A1
TF314988	JMJD6
TF316981	NOVA1
TF105297	FKBPL
TF329006	GRIPAP1
TF321960	LARP4
TF329522	SPEF2
TF330720	FANCE
TF328682	CRLF3
TF105844	MRPL17
TF318780	PRCC_%28gene%29
TF338591	ADM2
TF351924	OGN_%28gene%29
TF351924	OPTC
TF300210	Transthyretin
TF331369	ZP3
TF328894	SPAG6
TF325131	ATG12
TF325648	BAIAP2
TF325648	BAIAP2L1
TF105656	HSD17B4
TF105997	MRPL12
TF316952	ZMIZ2
TF316952	ZMIZ1
TF105012	VPS4B
TF105012	VPS4A
TF325756	RNF12
TF325756	RNF38
TF324099	NOX5
TF333291	RIC3
TF332525	Calpastatin
TF332220	GPBP1
TF314913	REEP5
TF333215	Proopiomelanocortin
TF350825	ZBTB32
TF350825	Zinc_finger_and_BTB_domain-containing_protein_16
TF300024	TRDMT1
TF315649	KCTD13
TF315649	TNFAIP1
TF314296	TBC1D15
TF300407	VPS45
TF317206	Acidic_leucine-rich_nuclear_phosphoprotein_32_family_member_A
TF317206	ANP32D
TF317206	ANP32B
TF317206	ANP32E
TF326518	CEP135
TF334317	Cell_adhesion_molecule_1
TF105724	RFC3
TF106444	MTA3
TF106444	MTA2
TF106444	MTA1
TF300654	ATP10A
TF300654	ATP8B1
TF300654	ATP8B3
TF318686	MRPS35
TF315132	TAF11
TF314415	ATG5
TF338383	SNRPN_upstream_reading_frame_protein
TF312899	PARD6B
TF312899	PARD6A
TF317614	RECQL5
TF300831	RCL1
TF300227	Adenine_phosphoribosyltransferase
TF324013	Lactoferrin
TF324013	Melanotransferrin
TF324013	Transferrin
TF313452	FN3K
TF313452	FN3KRP
TF314762	C1orf124
TF300673	GNA11
TF300673	GNAO1
TF300673	GNA13
TF300673	GNAT2
TF300673	GNAZ
TF300673	GNAT3
TF300673	GNAT1
TF300673	GNAI2
TF300673	GNAI3
TF300673	GNAI1
TF300673	GNA12
TF300673	GNAS_complex_locus
TF300673	GNAL
TF300673	GNAQ
TF300365	KARS_%28gene%29
TF313984	WDR6
TF105982	MRPL40
TF335481	LRRC41
TF332333	Glucagon
TF331371	TM4SF5
TF331371	TM4SF1
TF323161	HIRA
TF314071	ABHD11
TF332888	PPM1K
TF332888	PPM1G
TF324879	FLOT2
TF324879	FLOT1
TF106492	AKR1C3
TF106492	AKR1C1
TF106492	Aldo-keto_reductase_family_1%2C_member_A1
TF106492	AKR1B10
TF106492	AKR1B1
TF106492	AKR1C4
TF328997	TPX2
TF318574	GGA1
TF318574	GGA3
TF318574	GGA2
TF106129	BBS5
TF314861	PICALM
TF314861	SNAP91
TF315119	FAM136A
TF328782	BCAR1
TF328782	NEDD9
TF342779	Periplakin
TF342779	Envoplakin
TF105374	HMGN1
TF338162	CD3EAP
TF313431	ANKZF1
TF323367	TSPAN31
TF323367	TSPAN13
TF313311	LMAN1
TF313311	LMAN2
TF313311	LMAN2L
TF320349	PHKG1
TF320349	PHKG2
TF331856	UHMK1
TF314803	Klotho_%28biology%29
TF325083	Calretinin
TF325083	SCGN
TF324320	FBXW5
TF313826	PLOD3
TF314154	TSFM
TF300049	Purine_nucleoside_phosphorylase
TF300871	RPS23
TF325707	MESP2
TF105429	RDH12
TF105429	RDH11
TF105429	RDH14
TF105429	DHRSX
TF313463	Ferroportin
TF325581	CHST14
TF325581	CHST12
TF325581	CHST10
TF325581	CHST11
TF338287	C8orf4
TF338287	AVPI1
TF313666	VAMP1
TF313666	VAMP3
TF313666	VAMP2
TF313666	VAMP4
TF300739	ERGIC3
TF343156	CENPJ
TF323589	NT5E
TF106145	Dihydrolipoyl_transacetylase
TF323667	C10orf4
TF105671	UGDH
TF331684	ROM1
TF331684	Peripherin_2
TF105736	UXS1
TF344032	RNASEL
TF344032	KIDINS220
TF352044	CYP4V2
TF313003	ADD1
TF313003	ADD3
TF313003	ADD2
TF318181	CIAO1
TF321877	PKP2
TF321877	PKP4
TF321877	PKP1
TF321877	ARVCF
TF321877	CTNND1
TF314474	PDE6D
TF314474	Protein_unc-119_homolog
TF101108	UBE2D3
TF101108	UBE2D1
TF101108	UBE2D2
TF300807	EDEM2
TF300807	EDEM3
TF300807	EDEM1
TF106415	PDS5A
TF106415	PDS5B
TF313654	KHSRP
TF313654	Far_upstream_element-binding_protein_1
TF105555	PPP2R4
TF313169	C11orf54
TF105007	DDIT4
TF105730	SUPT5H
TF323608	Huntingtin
TF338511	DPPA3
TF314515	PIGV
TF105461	ARL1
TF314939	PLSCR1
TF314939	PLSCR2
TF314939	PLSCR4
TF314939	PLSCR5
TF314939	PLSCR3
TF312837	DHRS3
TF312837	HSD17B11
TF314549	MSH5
TF320678	LDL-receptor-related_protein_associated_protein
TF317053	TMEM67
TF336561	MUC2
TF336561	MUC5AC
TF336561	MUC5B
TF332816	C19orf2
TF351445	SLK_%28gene%29
TF351445	STK10
TF313999	NSMCE4A
TF332789	ALG13
TF324988	MED15
TF351684	TMPRSS11D
TF101097	CREB-binding_protein
TF101097	EP300
TF319845	FDX1
TF331032	SMCR7L
TF316040	PPAP2B
TF316040	PPAP2A
TF316040	Phosphatidic_acid_phosphatase_2c
TF300280	FUNDC1
TF300280	FUNDC2
TF338422	Interleukin_5
TF105870	ALG3
TF333309	PREPL
TF314786	HMOX2
TF314786	HMOX1
TF103004	POLD4
TF318102	RACGAP1
TF320485	AGK_%28gene%29
TF106111	RARS_%28gene%29
TF313742	RPL27A
TF329595	Beta-secretase_1
TF329595	Beta-secretase_2
TF105560	PPP4R1
TF101509	EIF2B5
TF352389	CDKN2B
TF352389	CDKN2D
TF352389	CDKN2C
TF352389	P16_%28gene%29
TF101008	Cyclin_H
TF331751	KIAA0157
TF333698	SEMA7A
TF314400	PLXDC1
TF314400	PLXDC2
TF316118	MLLT10
TF316118	PHF17
TF316118	PHF16
TF105754	TBCD
TF300458	PABPC3
TF300458	PABPC1
TF300458	PABPC4
TF313665	ATG9A
TF105052	ACAD8
TF350229	MAP1A
TF350229	MAP1B
TF350229	MAP1S
TF332366	Glial_cell_line-derived_neurotrophic_factor
TF332366	Artemin
TF329246	AOAH
TF335600	CA-125
TF328910	Cation-dependent_mannose-6-phosphate_receptor
TF300032	RAB39B
TF300032	RAB2A
TF300032	RAB14
TF300126	RPS11
TF315956	THAP4
TF323853	Protein_pigeon_homolog
TF312940	Aquaporin_1
TF312940	MIP_%28gene%29
TF312940	Aquaporin_2
TF312940	Aquaporin_4
TF312940	AQP5
TF312940	AQP8
TF317186	ICA1
TF338594	Elastin
TF324843	TMEM48
TF300340	DDX41
TF314509	EZH2
TF314509	EZH1
TF327041	Tyrosine_kinase_2
TF327041	Janus_kinase_1
TF327041	Janus_kinase_3
TF327041	Janus_kinase_2
TF352157	Protein_S
TF352157	GAS6
TF324184	RSPH3
TF315069	TRIT1
TF101088	Wee1-like_protein_kinase
TF323317	C6orf35
TF312895	RAB27A
TF350431	PIWIL1
TF324676	C3orf1
TF106146	RPN2
TF300905	Sulfite_oxidase
TF313785	NDUFA5
TF313831	Lipoprotein-associated_phospholipase_A2
TF313831	PAFAH2
TF337556	NCR2
TF338335	HCST_%28gene%29
TF313696	NOMO1
TF337278	ENAM
TF319996	TMBIM1
TF317482	COMMD4
TF333149	TACC2
TF333149	TACC1
TF333149	TACC3
TF343520	MT-ND4
TF300416	NPC1
TF328532	Folate_receptor_1
TF328532	FOLR2
TF325007	Mitochondrial_ribosomal_protein_L41
TF350923	MIZF
TF324499	ANKRD15
TF324499	ANKRD25
TF352039	Aromatase
TF321349	MRPL10
TF300238	TPT1
TF314267	BAT5
TF314603	CDIPT
TF106183	SIRT5
TF324424	RECK
TF101117	UBE2E3
TF101117	UBE2E1
TF101117	UBE2E2
TF101021	Cyclin-dependent_kinase_9
TF101021	CDC2L5
TF101021	Cyclin-dependent_kinase_3
TF101021	Cyclin-dependent_kinase_2
TF101021	Cyclin-dependent_kinase_1
TF326936	NUPL2
TF300072	NEDD8
TF105994	PEO1
TF314621	C20orf43
TF332031	STEAP3
TF332031	STEAP1
TF332031	STEAP2
TF300688	COPB2
TF300174	HIST2H4A
TF300174	HIST2H4A
TF300174	HIST2H4A
TF300174	HIST2H4A
TF300174	HIST2H4A
TF300174	HIST2H4A
TF300174	HIST2H4A
TF300174	HIST1H4G
TF300174	HIST2H4A
TF300174	HIST2H4A
TF300174	HIST2H4A
TF300174	HIST2H4A
TF300174	HIST2H4A
TF300174	HIST2H4A
TF300174	HIST2H4A
TF338144	REC8
TF105069	COX7C
TF324826	NANS
TF105649	CCT3
TF339268	DNAJC13
TF332703	HLTF
TF331189	IKZF3
TF331189	IKZF1
TF331189	IKZF4
TF331189	IKZF2
TF324918	Sortilin_1
TF105452	Annexin_A1
TF105452	Annexin_A3
TF105452	ANXA7
TF105452	Annexin_A5
TF105452	ANXA6
TF105452	ANXA4
TF105452	Annexin_A2
TF105452	ANXA13
TF105452	ANXA9
TF105452	ANXA11
TF105452	ANXA8L2
TF314494	USP14
TF105842	MSH6
TF323740	BRMS1
TF323740	SUDS3
TF105046	HSPA9
TF105191	ABCA12
TF105191	ABCA13
TF105191	ABCA4
TF105191	ABCA1
TF105191	ABCA7
TF105191	ABCA3
TF105191	ABCA2
TF105567	E2F7
TF101162	NCAPD3
TF350699	Msh_homeobox_2
TF350699	MSX1
TF314750	AOC3
TF300774	OLA1
TF323787	PIAS1
TF323787	Protein_inhibitor_of_activated_STAT2
TF323787	PIAS4
TF323787	PIAS3
TF318014	LIMK1
TF318014	TESK2
TF318014	TESK1
TF318014	LIMK2
TF331211	IGFBP3
TF331211	IGFBP1
TF331211	IGFBP5
TF331211	IGFBP2
TF331211	IGFBP6
TF331211	IGFBP4
TF300575	EEF2
TF320666	Entactin
TF320666	NID2
TF320666	SMOC2
TF344123	PTPRT
TF344123	PTPRK
TF344123	PTPRU
TF344123	PTPRM
TF350813	RLF_%28gene%29
TF323449	NUB1
TF334442	Nuclear_mitotic_apparatus_protein_1
TF313281	SH3GLB2
TF313281	SH3GLB1
TF313281	SH3GL2
TF313281	SH3GL1
TF313281	SH3GL3
TF300527	DDX23
TF324969	ERC2_%28gene%29
TF324969	ERC1
TF315313	Apolipoprotein_O
TF105419	Duffy_antigen_system
TF300324	COPG
TF300469	RUVBL2
TF300553	DYNC1I1
TF300553	DYNC1I2
TF300553	DNAI2
TF300553	DNAI1
TF314320	Protein_kinase_D1
TF314320	PRKD2
TF314320	PRKD3
TF332126	THYN1
TF105797	ELAC2
TF105662	LARS2
TF329827	SPDYA
TF333199	KIAA0101
TF332770	LBH
TF314142	USP47
TF343435	MT-CO3
TF315235	PLEKHF2
TF314978	AADAC
TF314978	NCEH1
TF325412	SLC45A2
TF325412	SLC45A3
TF319100	RPS10
TF323475	INPP5E
TF323475	INPP5D
TF323475	INPPL1
TF332759	RFXAP
TF336058	KCNE2
TF336988	QRICH1
TF336988	ZMYM3
TF336988	ZMYM2
TF328436	MED26
TF331707	POGZ
TF331707	SUHW4
TF332859	ENTPD1
TF332859	ENTPD2
TF332859	ENTPD3
TF325228	PLA2G4B
TF325228	PLA2G4A
TF325228	PLA2G4C
TF316990	GOLGA2
TF105807	C8orf32
TF105828	RRP9
TF300489	PGK1
TF317985	ZNF364
TF351114	GP1BA
TF317301	HNRPU
TF317301	HNRPUL1
TF324790	HGSNAT
TF336197	Parathyroid_hormone
TF314797	RGPD5
TF314797	RANBP1
TF314797	RGPD5
TF106277	USP8
TF106277	USP2
TF313842	SEC31A
TF105391	ITGAV
TF105391	CD49d
TF105391	ITGA10
TF105391	ITGA8
TF105391	ITGA7
TF105391	CD11c
TF105391	ITGA5
TF105391	CD49b
TF105391	CD49c
TF105391	Integrin_alpha_M
TF105391	ITGAE
TF105391	CD49a
TF105391	CD11a
TF105391	ITGA6
TF105391	ITGA2B
TF105391	ITGA11
TF105391	ITGA9
TF105391	ITGAD
TF314482	NECAP2
TF105035	UQCRB
TF315077	PTGES3
TF342588	BPY2
TF342588	BPY2
TF342588	BPY2
TF314438	SKIV2L
TF316816	MAGI3
TF316816	MAGI2
TF316816	MAGI1
TF315953	PRKRA
TF315953	TARBP2
TF105252	SPG20
TF343473	BMPER
TF329103	WDR8
TF314678	COG1
TF335555	BCAS1
TF329471	CAPRIN2
TF329471	CAPRIN1
TF314285	NSUN5
TF313791	CAP2
TF313791	CAP1
TF315172	CPLX1
TF315172	CPLX2
TF331681	TMEPAI
TF300083	CNIH4
TF300083	CNIH
TF329759	TUBGCP5
TF314829	NOC2L
TF105681	FARSB
TF333490	COBLL1
TF329816	NEDD1
TF333413	Erythropoietin
TF105332	STK19
TF333018	Vasopressin
TF333018	Oxytocin
TF329449	BRIP1
TF321368	SOCS2
TF321368	CISH
TF321368	SOCS5
TF321368	SOCS6
TF321368	Suppressor_of_cytokine_signaling_1
TF321368	SOCS7
TF321368	SOCS3
TF331510	ZNF366
TF320584	DNAJC19
TF351450	HMHA1
TF315257	SEL1L
TF323587	PRMT3
TF328468	UBAP2
TF328468	UBAP2L
TF343996	MT-ND2
TF350449	Sodium-hydrogen_exchange_regulatory_cofactor_2
TF350449	PDZK1
TF350449	Sodium-hydrogen_antiporter_3_regulator_1
TF105248	DCTN3
TF332904	SFRS18
TF351485	GPR128
TF328470	Sequestosome_1
TF332376	Midkine
TF332376	Pleiotrophin
TF324702	MRPL20
TF300537	ME1
TF300537	ME2
TF319780	FRMD6
TF313865	CIB1
TF343649	PKP3
TF336297	Interleukin_18
TF106338	NPR1
TF106338	Guanylate_cyclase_2C
TF106338	NPR2
TF328524	BRCC3
TF105954	RAB35
TF326161	ELL_%28gene%29
TF326161	MARVELD2
TF326161	Occludin
TF323417	HUWE1
TF333294	CLN6
TF331669	TRIM55
TF331669	TRIM63
TF334731	TINF2
TF300597	SKIV2L2
TF351826	SLITRK1_%28gene%29
TF321449	AGR2
TF321449	TXNDC12
TF321449	AGR3
TF317075	C14orf4
TF352043	CYP2C8
TF352043	CYP2B6
TF352043	CYP2J2
TF352043	CYP2C19
TF352043	CYP2C9
TF352043	CYP2A7
TF352043	CYP2S1
TF352043	CYP2R1
TF352043	CYP2A6
TF352043	CYP2F1
TF352043	CYP2A13
TF352043	CYP2E1
TF352043	CYP2W1
TF352043	CYP2C18
TF352043	CYP2D6
TF332268	BOC_%28gene%29
TF332268	CDON
TF315109	C21orf66
TF315109	C2orf3
TF312850	AMY2B
TF312850	AMY2A
TF334827	CD22
TF334827	CEACAM5
TF334827	KIRREL2
TF106227	PSMC4
TF330976	C5a_receptor
TF330976	Leukotriene_B4_receptor_2
TF330976	GPR77
TF330976	GPR1
TF330976	C3a_receptor
TF330976	GPR44
TF330976	Formyl_peptide_receptor_2
TF330976	CMKLR1
TF330976	Leukotriene_B4_receptor
TF330976	Formyl_peptide_receptor_3
TF330976	Formyl_peptide_receptor_1
TF334200	Urotensin-II_receptor
TF314502	PARN
TF314502	TOE1
TF329558	Morn_repeat_containing_1
TF313807	TMX3
TF101182	Ataxia_telangiectasia_mutated
TF315137	MKI67IP
TF300114	PNO1
TF315470	Acetylcholinesterase
TF315470	Bile_salt-dependent_lipase
TF315470	Carboxylesterase_2
TF315470	Butyrylcholinesterase
TF315470	Carboxylesterase_1
TF315470	Carboxylesterase_3
TF313545	SULF1
TF313545	SULF2
TF300160	ATP6V1D
TF332900	Collagen%2C_type_IX%2C_alpha_1
TF332900	Collagen%2C_type_XVI%2C_alpha_1
TF300033	RPL9
TF101096	ORC6L
TF316874	ADAMTSL4
TF316874	PAPLN
TF300625	DHPS
TF316038	SETMAR
TF335943	Acrosin
TF105113	MAP3K3
TF105113	MAP3K2
TF105011	GLO1
TF331685	POLR1E
TF316419	CPNE1
TF316419	CPNE4
TF316419	CPNE6
TF316419	CPNE8
TF318770	RP1
TF318770	Doublecortin
TF318770	DCLK1
TF314383	PREB
TF101124	UBE2J1
TF316413	POU4F2
TF316413	POU4F1
TF316413	POU3F1
TF316413	POU4F3
TF316413	Pituitary-specific_positive_transcription_factor_1
TF316413	POU2F3
TF316413	POU2F1
TF316413	POU3F4
TF316413	POU3F2
TF316413	Oct-4
TF317607	CROP_%28gene%29
TF317607	LUC7L
TF317607	LUC7L2
TF314980	SNX3
TF105395	ITGB1BP3
TF105424	Dual_oxidase_2
TF105424	Dual_oxidase_1
TF313401	MCAT_%28gene%29
TF313401	ADP-specific_glucokinase
TF314159	NUMB_%28gene%29
TF314159	Low_density_lipoprotein_receptor_adapter_protein_1
TF314159	FAM43A
TF314159	NUMBL
TF106464	ATF1
TF106464	CAMP_responsive_element_modulator
TF106464	CREB1
TF337633	EID1
TF337416	LIME1
TF300400	MCM7
TF338313	GPR152
TF329345	ARHGAP9
TF105071	COX10
TF341724	ULBP2
TF341724	ULBP1
TF341724	ULBP3
TF317035	TC2N
TF314992	FCF1
TF350394	EIF1AY
TF350394	EIF1AX
TF350377	CHAF1A
TF351634	Feline_sarcoma_oncogene
TF351634	C-src_tyrosine_kinase
TF351634	FER_%28gene%29
TF351634	Lck
TF351634	FGR_%28gene%29
TF351634	LYN
TF351634	TXK_%28gene%29
TF351634	HCK
TF351634	PTK6
TF351634	Src_%28gene%29
TF351634	YES1
TF351634	Tyrosine-protein_kinase_BLK
TF351634	FYN
TF351634	Fyn-related_kinase
TF351634	Megakaryocyte-associated_tyrosine_kinase
TF106379	TXNDC5
TF319640	C14orf133
TF101224	DNA_repair_and_recombination_protein_RAD54-like
TF325240	SAFB2
TF325240	SAFB
TF300606	WDR36
TF340896	Lacritin
TF340896	Dermcidin
TF105541	PPP1R10
TF323631	SPAG7
TF314017	GHITM
TF300142	SKP1A
TF105794	MPHOSPH10
TF314254	Glucocerebrosidase
TF105783	COASY
TF332047	ZBTB17
TF300091	TRAPPC3
TF317197	CPA4_%28gene%29
TF317197	Carboxypeptidase_A2
TF317197	Carboxypeptidase_B2
TF317197	CPA5
TF317197	Carboxypeptidase_A6
TF317197	Carboxypeptidase_A1
TF317197	CPA3
TF313139	COG5
TF351624	GTF3C1
TF331140	GPR39
TF314911	ACOT4
TF314911	ACOT2
TF314911	BAAT
TF324523	Dipeptidase_1
TF324523	DPEP3
TF324718	TMEM43
TF315742	SHOC2
TF336301	MUC1
TF314097	RAB8B
TF314097	RAB15
TF314097	RAB13
TF314097	RAB8A
TF314097	RAB10
TF105574	SH3BGRL3
TF105574	SH3BGR
TF105574	SH3BGRL
TF320146	PAX4
TF320146	PAX6
TF105407	AKAP8L
TF105407	AKAP8
TF331789	MRVI1
TF332372	GPR52
TF332372	GPR21
TF315413	Survival_motor_neuron_domain_containing_1
TF332787	RARRES1
TF333264	CENPK
TF330852	RNF216
TF313896	FAM73B
TF105143	DNAJB9
TF313386	TSPYL1
TF313386	TSPY1
TF313386	TSPY1
TF313386	TSPY1
TF313386	TSPYL2
TF313386	Protein_SET
TF324388	G6PC
TF324388	G6PC2
TF324388	G6PC3
TF312824	INVS
TF324196	TRIM3
TF324196	TRIM45
TF105307	NUP88
TF325391	CCDC50
TF324797	FBXO9
TF300388	ALDH7A1
TF106188	FXC1
TF106304	Brain_natriuretic_peptide
TF106304	Atrial_natriuretic_peptide
TF314146	DHRS1
TF328578	Gem-associated_protein_7
TF106485	RBBP7
TF106485	RBBP4
TF335867	BBS10
TF313267	GALNT11
TF313267	WBSCR17
TF313267	GALNT6
TF313267	GALNT14
TF313267	GALNT2
TF313267	GALNT13
TF313267	GALNT1
TF313267	GALNTL2
TF313267	GALNT3
TF330751	FGF12
TF330751	FGF13
TF330751	FGF14
TF324483	DTL_%28gene%29
TF105733	PELO
TF313442	TXNDC9
TF330455	CELA1
TF330455	CELA2B
TF330455	CTRL_%28gene%29
TF330455	CELA3B
TF330455	CELA2A
TF330455	Chymotrypsin-C
TF330455	CELA3A
TF315104	CTDP1
TF325130	CTTNBP2
TF325130	CTTNBP2NL
TF300101	GGPS1
TF105212	ABCG8
TF105212	ABCG5
TF312874	VTI1B
TF312874	VTI1A
TF101105	MRE11A
TF313104	DGKG
TF313104	DGKB
TF313104	DGKD
TF313104	DGKA
TF318837	TSC22D1
TF101005	Cyclin_E1
TF323348	CDC123
TF320954	TMEM1
TF318998	ATP5J
TF314230	SESN1
TF314230	SESN2
TF313330	MCM10
TF314577	Maltase-glucoamylase
TF314577	Acid_alpha-glucosidase
TF336984	CCDC70
TF313038	FNTA
TF337394	C6orf25
TF313949	CTA-126B4.3
TF334458	Apolipoprotein_E
TF334458	APOA4
TF334458	Apolipoprotein_A1
TF334458	APOA5
TF323983	CELSR3
TF323983	CELSR1
TF323983	CELSR2
TF336151	CD137
TF336151	TNFRSF18
TF318980	EGR4
TF318980	EGR1
TF318980	EGR2
TF318980	EGR3
TF318980	WT1
TF331909	DSCR2
TF314529	Parkin_%28ligase%29
TF101038	P21
TF101038	CDKN1B
TF338209	Apolipoprotein_C3
TF316817	CDH4
TF316817	CDH1_%28gene%29
TF316817	CDH3_%28gene%29
TF316817	CDH16
TF316817	DSC1
TF316817	DSC3
TF316817	CDH2
TF316817	CDH17
TF316817	CDH15
TF316817	DSC2
TF351549	LATS2
TF351549	LATS1
TF312886	MECR
TF106445	Cerberus_%28protein%29
TF300612	RPS4Y1
TF300612	RPS4X
TF330024	Bradykinin_receptor_B2
TF330024	Bradykinin_receptor_B1
TF330024	Relaxin/insulin-like_family_peptide_receptor_4
TF330024	Apelin_receptor
TF330024	GPR25
TF330024	GPR15
TF330024	Relaxin/insulin-like_family_peptide_receptor_3
TF330024	Angiotensin_II_receptor_type_1
TF330024	Angiotensin_II_receptor_type_2
TF324570	MGAT4B
TF105601	COP9_constitutive_photomorphogenic_homolog_subunit_5
TF313355	SLC7A8
TF313355	SLC7A7
TF313355	SLC7A10
TF313355	SLC7A6
TF313355	SLC7A5
TF313355	SLC7A11
TF323371	Xanthine_dehydrogenase
TF323371	Aldehyde_oxidase_1
TF331518	PHF21A
TF333221	GPR141
TF320837	LEPREL2
TF320837	Cartilage_associated_protein
TF320837	SC65
TF330967	RPP40
TF300834	Malate_dehydrogenase_2
TF314172	FAF1
TF105563	PPP6C
TF300215	60S_ribosomal_protein_L38
TF313144	SEC61B
TF329622	SEPN1
TF325020	FBXW4
TF319633	Fukutin
TF315818	LRRC50
TF338614	TNFSF18
TF323443	XPO6
TF332183	SFRS2IP
TF318626	SIPA1
TF318626	RAP1GAP
TF318626	SIPA1L2
TF318626	SIPA1L1
TF105614	ITPA
TF351976	PTPRN2
TF351976	PTPRN
TF314457	PLCXD1
TF337127	GPR82
TF350179	Aprataxin
TF314322	CPSF1
TF328615	SUPT7L
TF325519	Interleukin_1_receptor%2C_type_I
TF325519	IL1RL1
TF325519	IL1RAP
TF325519	IL18RAP
TF325519	IL1RL2
TF325519	Interleukin_1_receptor%2C_type_II
TF325519	IL18R1
TF325519	SIGIRR
TF329749	OAS1
TF329749	OASL
TF329749	OAS3
TF329749	OAS2
TF315534	GCNT1
TF315534	XYLT1
TF315534	GCNT2
TF315534	XYLT2
TF316850	LIN7C
TF316850	LIN7A
TF316850	LIN7B
TF313310	SDHD
TF314047	LETMD1
TF313797	SCAMP2
TF313797	SCAMP5
TF313797	SCAMP3
TF315332	KCNRG
TF315332	KCTD15
TF315332	KCTD12
TF313664	HIST1H1B
TF313664	HIST1H1A
TF313664	H1FX
TF313664	HIST1H1T
TF313664	HIST1H1E
TF313664	HIST1H1D
TF313664	HIST1H1C
TF314431	PCMT1
TF338565	CD7
TF105301	RAS_p21_protein_activator_1
TF324338	PDAP1
TF313372	AUP1
TF101158	SMC4
TF106496	Adenomatous_polyposis_coli
TF323854	METTL3
TF315182	NDUFA13
TF313114	NNMT
TF324303	LRRC4
TF339241	TMEM158
TF335306	MYO7A
TF337962	IL18BP
TF105978	MRPS7
TF351977	PTPN18
TF351977	PTPN12
TF351977	PTPN22
TF350409	FANCD2
TF105854	HM13
TF313199	RAB3B
TF313199	RAB3D
TF313199	RAB3A
TF313199	RAB3C
TF317907	FZD4
TF317907	FZD2
TF317907	FZD1
TF317907	FZD9
TF317907	FZD8
TF317907	SFRP4
TF317907	FZD7
TF317907	FZD5
TF317907	FZD10
TF317907	FZD3
TF317907	FZD6
TF324634	SETX
TF315661	ZCCHC6
TF314111	U2AF2
TF336273	CD99
TF314321	WARS2
TF315551	LGALS3
TF315551	CLC_%28gene%29
